SNO,BHK,Sq. ft.,Crime rate(%),Distance from Hospital,Distance from Workplace, Distance from Market,Distance from Rly. Station,Rent
2786,3,1269,16,5,5,8,5,11765
2787,2,587,40,10,9,4,5,6657
2788,1,413,30,2,10,6,9,5285
2789,2,596,15,4,10,7,6,6438
2790,2,482,10,6,5,9,9,4669
2791,3,1311,9,8,10,5,9,12977
2792,2,607,37,6,2,3,8,6870
2793,1,590,36,2,6,6,9,6050
2794,2,604,8,9,7,7,6,6910
2795,1,539,12,10,5,1,8,6949
2796,2,575,1,9,3,9,9,6091
2797,2,610,23,4,1,5,4,6499
2798,1,581,12,5,7,1,3,6637
2799,3,1172,8,6,2,2,3,12688
2800,3,942,26,5,4,5,2,9602
2801,2,456,5,6,2,6,6,5039
2802,3,1335,22,9,7,10,7,13450
2803,2,367,36,6,3,3,1,3971
2804,3,853,21,2,7,3,8,10452
2805,2,560,20,8,4,2,10,6780
2806,2,635,1,6,4,9,3,6101
2807,3,1060,18,9,9,3,6,13073
2808,2,623,37,2,3,4,6,6138
2809,1,369,6,4,9,5,9,4005
2810,3,858,8,5,5,6,8,10933
2811,2,589,22,6,9,3,4,6312
2812,3,1358,4,1,8,6,7,12779
2813,2,556,28,1,10,8,1,6269
2814,1,423,21,5,8,6,2,4747
2815,2,607,8,10,9,2,7,6876
2816,2,645,40,4,3,3,7,6159
2817,3,1290,9,9,3,9,5,12447
2818,2,529,2,9,7,9,2,6616
2819,2,417,31,7,5,5,2,5107
2820,2,530,16,1,5,9,2,6710
2821,2,610,26,10,1,4,6,6937
2822,3,946,20,5,8,4,5,9786
2823,2,350,1,9,4,7,1,4287
2824,1,646,33,8,1,6,4,6768
2825,1,510,18,7,3,7,7,6164
2826,3,1240,1,10,9,5,2,12656
2827,2,629,20,10,3,8,9,6783
2828,3,1228,25,1,7,2,1,12679
2829,1,587,3,5,1,9,1,6869
2830,1,394,25,3,6,6,3,3937
2831,1,574,31,3,8,5,7,6012
2832,3,1283,35,2,6,4,2,12312
2833,1,537,8,1,6,2,4,6882
2834,3,957,9,2,4,9,5,10701
2835,2,528,13,5,7,10,9,6341
2836,3,965,7,5,9,1,3,10260
2837,3,1352,27,5,3,5,9,12259
2838,3,1387,2,6,2,9,4,13175
2839,2,432,20,6,5,7,3,4926
2840,2,615,7,3,5,10,3,6165
2841,3,1188,1,8,9,1,8,12324
2842,2,573,10,8,7,9,6,6904
2843,2,521,1,10,6,2,6,6149
2844,1,361,9,1,3,8,10,4028
2845,3,1391,40,3,3,5,5,13443
2846,1,366,5,6,1,2,1,4409
2847,1,356,3,2,8,7,10,4328
2848,3,935,8,7,5,5,2,9708
2849,1,486,8,4,9,3,2,5180
2850,2,524,20,6,3,2,8,6363
2851,2,433,15,3,10,10,8,4861
2852,1,650,2,2,8,3,8,6228
2853,1,543,17,10,5,10,5,6514
2854,1,379,8,3,10,1,3,4383
2855,1,493,8,5,5,8,2,5232
2856,1,369,40,8,4,5,5,4058
2857,3,1175,6,9,3,1,8,12015
2858,2,485,8,7,2,7,10,5362
2859,1,411,9,9,7,4,6,5417
2860,1,425,26,3,8,6,9,5482
2861,1,421,36,8,10,8,4,5155
2862,1,397,11,9,5,2,8,4011
2863,2,600,6,6,8,1,1,6864
2864,1,600,23,1,1,8,3,6220
2865,2,496,24,4,7,10,3,5490
2866,1,476,8,8,10,2,3,5284
2867,2,473,14,7,6,2,1,5499
2868,2,648,19,4,8,10,2,6140
2869,1,385,4,7,6,10,10,4456
2870,2,500,5,3,3,7,10,5130
2871,3,855,40,6,5,4,5,11257
2872,2,520,35,8,8,10,2,6497
2873,2,620,5,2,10,2,5,6055
2874,3,1160,10,6,9,6,7,13767
2875,1,634,23,6,8,3,5,6127
2876,2,515,40,8,8,8,3,6350
2877,3,808,37,7,1,7,8,8552
2878,2,460,31,7,5,2,5,5251
2879,1,632,28,1,2,2,4,6985
2880,3,973,30,10,8,9,8,9939
2881,1,629,22,2,9,4,5,7000
2882,1,432,15,4,7,10,10,4560
2883,3,897,15,6,1,10,7,10825
2884,3,1020,16,1,10,3,3,12046
2885,3,901,37,10,2,6,8,10085
2886,2,606,24,3,2,7,2,6565
2887,1,416,4,8,6,4,4,4948
2888,3,1035,29,6,1,7,10,12557
2889,1,411,5,10,1,1,9,4507
2890,3,1163,15,8,1,5,8,13657
2891,2,545,28,1,1,10,2,6623
2892,2,359,24,6,8,10,1,3820
2893,3,1108,19,7,7,4,4,13405
2894,2,405,38,10,8,3,5,5326
2895,3,1272,26,5,1,7,5,12519
2896,1,623,19,5,10,4,4,6863
2897,2,388,38,8,9,1,8,4312
2898,3,913,23,4,4,2,9,9690
2899,3,1110,6,6,1,6,5,12962
2900,1,354,38,5,4,2,3,4297
2901,1,534,31,6,6,5,2,6957
2902,1,437,10,8,4,5,4,4576
2903,3,1144,38,6,7,1,9,13665
2904,2,611,17,7,10,2,8,6455
2905,1,392,18,5,3,3,7,4036
2906,3,899,15,9,10,10,7,9021
2907,3,1173,25,10,4,4,3,12032
2908,3,1283,37,7,10,4,5,12995
2909,1,645,12,5,6,5,7,6575
2910,2,514,16,2,9,4,3,6161
2911,3,1226,35,7,7,6,1,12085
2912,1,367,9,1,8,6,7,3803
2913,2,382,5,4,9,3,8,4467
2914,3,1331,21,3,8,7,6,13412
2915,2,374,3,8,9,1,10,4467
2916,1,572,17,2,6,7,3,6159
2917,3,1194,6,5,3,9,3,13917
2918,3,1170,33,5,8,8,7,13450
2919,1,485,21,6,10,10,6,5238
2920,1,501,24,3,4,7,2,5135
2921,3,969,7,7,1,1,10,9634
2922,3,1267,12,1,7,10,7,13872
2923,1,487,22,6,9,10,5,4900
2924,3,1116,21,6,6,4,5,13030
2925,2,481,21,10,4,6,7,5306
2926,1,416,37,5,6,3,5,4739
2927,3,1088,38,9,5,7,2,13196
2928,2,556,27,10,9,7,9,6913
2929,1,407,6,4,2,1,4,5477
2930,3,1206,22,6,3,10,8,11898
2931,2,521,6,5,5,2,8,6669
2932,2,615,21,2,9,10,6,6542
2933,1,463,9,4,4,4,4,5077
2934,2,359,20,5,3,8,10,4183
2935,1,570,19,8,1,4,9,6467
2936,2,387,39,4,4,3,6,3882
2937,2,468,38,5,1,3,10,5481
2938,2,382,22,4,8,6,6,4386
2939,2,533,5,6,10,1,2,6117
2940,1,410,40,1,7,4,10,4688
2941,2,588,26,5,7,3,7,6237
2942,1,378,15,4,6,3,10,4182
2943,3,1342,29,6,5,2,3,12179
2944,1,618,24,6,4,1,8,6389
2945,2,517,18,3,7,2,8,6001
2946,2,387,17,6,7,4,9,4350
2947,2,571,14,9,5,1,6,6657
2948,2,640,39,8,2,10,8,6236
2949,3,1362,33,3,10,2,4,13378
2950,2,530,19,2,7,4,8,6624
2951,1,378,3,5,5,10,10,4095
2952,1,452,35,8,6,9,7,4504
2953,1,536,14,3,7,8,4,6949
2954,2,440,37,5,1,3,9,4692
2955,3,1297,11,10,7,2,6,12923
2956,3,1080,32,3,1,10,8,11592
2957,2,604,40,8,9,4,1,6435
2958,3,903,10,4,8,4,2,10279
2959,3,1163,8,9,5,7,2,11819
2960,1,513,18,3,8,9,6,6706
2961,2,631,15,1,4,6,7,6483
2962,2,416,32,8,4,6,2,4843
2963,1,573,21,4,9,1,10,6674
2964,3,1129,7,4,5,5,3,13649
2965,3,899,9,6,6,2,6,11399
2966,2,474,3,5,4,5,7,4803
2967,2,500,15,9,3,1,10,4675
2968,3,936,4,10,8,10,4,9489
2969,3,955,2,6,7,10,3,9761
2970,3,1320,30,3,9,1,4,13603
2971,3,989,35,8,9,5,10,10951
2972,3,1019,34,7,1,9,7,11575
2973,1,554,36,1,9,2,2,6353
2974,3,1207,9,4,7,6,10,13515
2975,1,374,32,3,5,8,2,3870
2976,1,429,18,10,6,8,7,4604
2977,1,642,11,2,5,8,1,6438
2978,2,455,28,4,7,10,6,4610
2979,2,587,1,10,3,4,9,6513
2980,2,640,26,3,9,3,3,6144
2981,2,457,33,9,5,7,5,5052
2982,1,590,25,3,2,7,3,6102
2983,1,558,39,6,4,5,2,6936
2984,1,523,36,7,6,4,10,6666
2985,3,1341,1,1,8,7,5,13049
2986,3,1145,4,6,5,1,3,13718
2987,1,382,35,1,1,6,9,4092
2988,1,405,37,3,4,4,1,4819
2989,2,565,27,1,9,7,1,6336
2990,2,621,35,9,10,8,5,6805
2991,1,413,11,10,1,6,8,5443
2992,3,885,16,7,5,2,4,11151
2993,3,1354,24,3,6,1,10,12785
2994,3,841,36,9,5,5,2,8127
2995,2,570,26,1,10,3,5,6539
2996,1,519,34,3,6,5,2,6716
2997,1,422,9,2,10,6,5,5081
2998,1,523,19,4,8,8,4,6788
2999,2,587,9,6,8,9,9,6413
3000,1,524,2,10,4,4,4,6833
3001,1,607,6,9,10,3,2,6135
3002,2,638,11,1,7,10,1,6410
3003,2,561,12,7,6,1,4,6153
3004,2,447,22,2,9,6,6,4565
3005,1,382,39,2,10,3,6,3786
3006,1,565,25,6,7,9,6,6084
3007,1,494,6,3,10,7,6,4548
3008,1,646,2,9,5,10,4,6504
3009,2,518,21,5,8,5,9,6363
3010,1,475,4,3,8,6,5,4824
3011,3,1044,1,4,5,9,6,11524
3012,2,420,13,8,2,4,1,4766
3013,1,469,40,6,9,3,2,4679
3014,2,373,10,10,2,4,7,4395
3015,3,976,23,8,5,1,9,11464
3016,2,591,40,5,10,6,7,6982
3017,3,1156,34,1,6,9,6,13519
3018,2,571,23,2,2,9,6,6076
3019,1,403,26,2,3,3,7,4967
3020,1,589,30,8,3,7,6,6814
3021,1,389,25,2,8,2,3,4063
3022,2,395,16,3,8,6,7,3882
3023,1,494,27,1,8,6,9,5499
3024,1,535,26,8,6,5,9,6964
3025,3,1108,12,5,4,4,6,12367
3026,1,544,38,10,6,4,3,6765
3027,3,1275,15,2,10,2,8,12869
3028,3,828,19,5,6,8,6,7951
3029,3,833,39,4,8,2,4,7369
3030,1,587,6,9,4,10,1,6022
3031,3,1287,17,7,10,3,2,12242
3032,3,931,10,3,8,7,5,9118
3033,3,816,7,8,10,2,2,8377
3034,3,1162,16,2,3,2,3,11925
3035,1,528,20,6,2,4,5,6115
3036,3,860,3,8,2,9,9,10573
3037,2,645,12,6,5,7,1,6651
3038,1,632,2,1,5,7,1,6190
3039,1,607,24,6,8,6,1,6909
3040,1,518,26,4,9,7,2,6624
3041,3,1331,30,9,9,1,5,13224
3042,3,1106,37,10,5,10,4,12666
3043,1,592,35,9,3,6,2,6343
3044,1,539,23,9,10,6,1,6019
3045,2,427,32,3,4,9,1,5425
3046,1,583,19,1,9,10,3,6666
3047,2,525,11,8,6,7,1,6280
3048,2,602,31,7,3,8,3,6737
3049,1,424,29,7,1,10,1,5138
3050,3,1110,8,7,4,5,6,12853
3051,3,890,4,3,7,9,7,10373
3052,1,467,33,9,1,1,9,5185
3053,3,1272,29,1,9,7,4,12478
3054,2,438,23,1,10,5,4,4514
3055,2,553,37,6,10,1,7,6797
3056,1,401,36,7,2,4,9,3864
3057,3,1262,14,7,10,7,3,12248
3058,3,1220,14,2,4,4,8,12509
3059,3,1273,18,1,9,7,5,13462
3060,1,549,32,5,3,6,1,6140
3061,1,509,8,9,6,4,4,6820
3062,3,819,23,1,9,5,2,8553
3063,3,1012,16,2,6,8,8,13522
3064,2,554,3,1,8,3,2,6634
3065,1,485,36,8,8,10,2,5134
3066,2,450,33,4,3,2,1,4729
3067,2,536,30,5,3,7,3,6575
3068,2,457,37,9,7,1,10,4909
3069,3,959,38,3,1,10,8,10736
3070,2,416,23,9,4,5,1,5382
3071,2,376,23,8,2,9,4,4478
3072,1,394,12,5,2,9,6,4311
3073,3,846,8,6,1,5,7,8645
3074,1,379,33,3,6,7,3,3959
3075,1,417,2,2,1,4,9,4733
3076,3,1176,24,6,8,10,7,12665
3077,3,1118,4,8,8,3,8,12928
3078,1,442,2,1,7,10,8,5222
3079,1,414,27,9,9,6,3,4771
3080,2,492,34,1,7,4,9,5392
3081,2,574,14,1,5,5,1,6116
3082,2,366,20,7,4,10,4,3845
3083,2,387,14,6,6,3,9,4427
3084,1,433,35,10,5,4,6,5086
3085,2,556,6,7,8,1,8,6362
3086,1,398,2,10,8,5,5,3725
3087,1,553,38,3,7,6,1,6840
3088,1,490,21,1,3,5,1,4895
3089,2,430,4,10,8,10,10,5357
3090,3,961,29,8,6,3,4,11281
3091,2,511,14,3,7,9,5,6425
3092,1,458,40,9,1,9,10,5287
3093,2,414,17,9,7,8,5,4994
3094,3,1145,5,3,5,8,6,12906
3095,2,512,31,10,1,4,5,6424
3096,3,935,8,10,3,5,5,9624
3097,2,466,35,5,8,5,7,5301
3098,1,461,28,4,9,1,7,5416
3099,1,370,18,10,10,6,3,4305
3100,2,635,26,5,2,10,2,6450
3101,2,636,13,2,3,5,2,6805
3102,2,447,37,10,3,6,5,5191
3103,3,1027,4,2,4,3,9,12107
3104,1,445,28,4,7,8,3,5132
3105,2,618,24,3,3,1,6,6803
3106,2,591,15,6,4,3,6,6876
3107,1,470,18,5,9,7,3,4769
3108,2,438,16,3,7,4,5,4735
3109,1,623,7,1,1,3,10,6749
3110,2,481,35,6,6,3,7,4833
3111,2,490,10,8,3,6,4,4626
3112,1,376,24,10,6,4,10,4253
3113,3,1001,34,10,4,6,7,10819
3114,2,565,23,3,6,7,10,6456
3115,1,617,36,4,9,6,4,6622
3116,3,1349,21,5,6,5,8,11809
3117,1,402,27,10,1,2,6,4610
3118,2,559,15,6,3,3,10,6838
3119,3,1142,22,8,1,10,9,12921
3120,3,1187,23,3,8,8,4,12495
3121,2,479,20,1,5,4,9,5420
3122,3,1357,25,3,1,4,2,11908
3123,1,440,4,2,9,5,5,5384
3124,1,362,37,1,5,7,4,4253
3125,2,492,33,2,9,3,6,5315
3126,3,882,30,9,8,10,8,10253
3127,1,612,26,4,5,3,4,6971
3128,2,571,30,8,6,10,4,6785
3129,1,432,35,3,3,8,8,5315
3130,2,594,22,4,5,9,8,6726
3131,3,1004,32,1,5,8,8,13299
3132,3,809,24,3,10,8,2,8412
3133,3,1059,7,6,10,9,9,12079
3134,2,479,6,4,6,10,1,5254
3135,3,826,31,3,6,9,2,8871
3136,1,397,21,6,6,7,9,4073
3137,3,965,5,10,3,8,4,10548
3138,3,1224,16,6,10,1,4,11898
3139,3,826,36,8,9,8,7,8293
3140,2,397,30,8,6,8,6,4478
3141,3,966,12,6,1,9,6,11108
3142,2,393,24,8,8,9,1,3737
3143,1,602,35,1,6,5,5,6454
3144,2,537,13,2,7,6,1,6756
3145,2,351,25,10,8,5,4,4217
3146,2,638,6,4,2,5,5,6983
3147,1,420,38,7,1,4,3,4955
3148,3,1253,10,9,8,8,3,11844
3149,3,925,13,1,5,9,2,10487
3150,2,519,28,8,10,1,6,6314
3151,1,444,20,10,9,4,9,5123
3152,2,549,5,10,2,6,5,6240
3153,1,510,30,6,5,4,5,6408
3154,2,525,34,10,9,9,3,6177
3155,3,1258,7,1,9,10,4,11689
3156,2,584,17,4,6,7,4,6135
3157,1,453,12,2,3,5,6,5188
3158,1,537,34,2,7,8,7,6305
3159,2,618,40,2,2,6,7,6652
3160,2,619,17,2,3,4,7,6728
3161,2,575,40,3,9,3,3,6891
3162,1,399,1,10,5,10,4,4211
3163,2,500,35,3,3,7,1,5477
3164,3,989,5,2,4,2,6,9246
3165,2,472,2,7,4,9,2,4500
3166,2,380,9,6,8,6,8,4093
3167,1,385,10,9,8,6,7,3743
3168,2,366,15,2,2,4,3,4434
3169,3,909,26,4,8,3,1,9012
3170,2,528,9,5,10,7,7,6483
3171,3,1240,25,8,4,1,7,12959
3172,2,391,26,3,10,6,2,3999
3173,3,831,29,6,2,7,7,7116
3174,1,396,19,4,3,10,5,4452
3175,2,467,40,7,10,2,8,5474
3176,1,618,8,7,1,2,10,6093
3177,3,901,24,9,1,7,3,10485
3178,1,649,12,8,2,1,9,6611
3179,3,953,9,10,2,3,4,10065
3180,1,595,32,5,7,2,5,6584
3181,3,1020,40,6,2,10,7,11530
3182,1,580,22,10,1,3,2,6253
3183,1,350,11,5,1,2,2,4013
3184,2,575,7,4,2,1,6,6311
3185,2,440,18,4,3,3,5,5235
3186,3,1201,30,5,4,1,10,12645
3187,2,407,35,10,7,1,2,5003
3188,1,574,6,1,6,9,4,6390
3189,3,1327,14,2,10,8,6,11956
3190,2,595,18,10,1,2,1,6246
3191,3,1342,8,4,10,5,3,12083
3192,1,607,28,6,8,6,2,6756
3193,2,611,9,2,3,8,10,6752
3194,1,472,13,8,5,1,8,4715
3195,2,402,39,4,3,1,7,5070
3196,3,866,9,5,7,9,7,9823
3197,1,491,36,1,6,3,3,4804
3198,3,1187,13,7,7,8,7,13379
3199,1,611,37,7,7,10,5,6468
3200,1,403,14,9,10,7,10,5117
3201,1,495,24,1,4,4,1,5158
3202,1,444,19,9,1,9,3,4827
3203,3,1321,12,7,9,10,3,13147
3204,1,632,4,6,5,6,10,6860
3205,2,536,13,3,3,2,6,6255
3206,3,1173,6,5,5,4,3,13488
3207,1,603,12,6,4,6,2,6913
3208,2,648,11,10,8,1,1,6926
3209,1,478,21,5,5,6,4,4969
3210,3,900,6,4,1,7,3,9978
3211,3,836,12,4,9,8,10,8151
3212,2,367,15,7,4,9,3,4165
3213,1,545,32,4,4,5,5,6185
3214,2,437,5,10,8,4,6,5246
3215,2,509,27,3,3,10,6,6975
3216,3,986,18,4,7,5,5,9158
3217,2,573,10,2,5,9,8,6984
3218,3,1096,19,3,8,7,7,11996
3219,1,441,39,9,2,4,3,5445
3220,1,467,6,5,6,1,10,4625
3221,1,531,6,9,1,2,1,6929
3222,1,422,11,6,4,3,6,4897
3223,2,537,14,9,10,3,1,6807
3224,3,958,36,3,3,4,9,10206
3225,3,993,40,4,8,9,6,11225
3226,1,572,9,10,2,6,1,6428
3227,2,578,3,8,6,1,7,6399
3228,1,531,12,6,7,2,6,6094
3229,3,1102,27,2,7,2,6,13804
3230,2,457,25,5,2,8,9,5164
3231,3,1283,34,6,9,8,5,13843
3232,3,1127,37,5,6,8,10,12665
3233,3,1082,1,5,5,7,7,12451
3234,1,433,29,9,4,6,1,4798
3235,3,1025,21,7,3,7,3,11969
3236,3,1215,30,8,5,5,1,12855
3237,3,942,9,3,6,5,7,9582
3238,2,555,10,7,9,4,4,6225
3239,1,641,8,9,4,3,3,6565
3240,1,580,13,5,9,2,4,6471
3241,2,482,24,4,3,7,7,5186
3242,1,553,8,6,6,3,7,6692
3243,2,602,36,8,5,7,9,6146
3244,1,530,27,7,9,3,5,6683
3245,1,377,4,9,2,5,4,4438
3246,2,404,38,6,9,1,7,5298
3247,3,1249,2,8,6,6,5,12042
3248,1,521,13,6,6,8,9,6643
3249,1,562,6,1,6,5,2,6324
3250,3,895,18,7,7,5,9,9413
3251,1,397,31,10,10,10,3,4229
3252,1,361,26,2,1,4,6,3707
3253,3,1197,37,10,2,4,8,13936
3254,3,985,28,3,6,7,5,11108
3255,1,593,40,4,6,4,9,6588
3256,3,1009,5,3,1,4,5,11770
3257,1,455,14,7,7,4,1,4521
3258,3,1322,1,2,1,9,4,13528
3259,1,619,26,4,10,9,1,6856
3260,2,406,31,7,6,8,4,4733
3261,1,437,37,3,2,1,2,5074
3262,2,628,13,1,5,6,8,6738
3263,1,437,31,3,3,10,7,4542
3264,2,543,24,4,2,9,4,6498
3265,1,375,36,4,4,3,1,3954
3266,3,842,5,5,3,2,3,8175
3267,2,378,14,7,9,5,9,4145
3268,1,397,23,2,2,8,4,4396
3269,3,926,9,6,1,3,10,9088
3270,1,590,38,10,1,9,4,6587
3271,1,563,1,6,5,3,2,6610
3272,1,368,14,5,5,10,4,4268
3273,3,1002,22,6,5,5,2,12579
3274,3,872,15,2,9,4,1,10120
3275,3,898,7,9,1,5,4,9064
3276,2,544,34,8,8,2,2,6486
3277,1,411,23,3,1,6,6,5123
3278,3,1267,28,5,1,3,3,12185
3279,3,930,30,5,3,5,5,10557
3280,3,1275,25,9,2,9,4,12342
3281,2,630,18,5,9,8,8,6834
3282,1,587,19,3,9,8,4,6423
3283,1,376,40,8,1,9,4,3815
3284,2,397,4,2,10,9,1,3735
3285,3,831,12,6,8,10,6,8777
3286,2,490,39,2,10,6,5,4923
3287,2,574,6,7,2,8,1,6086
3288,2,509,8,2,10,10,10,6746
3289,1,543,23,6,5,9,2,6491
3290,1,546,40,2,4,6,3,6689
3291,1,515,20,9,5,9,2,6277
3292,3,803,1,10,9,2,1,8135
3293,2,475,17,10,3,7,9,4722
3294,2,551,38,10,3,2,5,6566
3295,2,576,22,6,1,2,7,6070
3296,1,608,3,5,6,6,10,6224
3297,3,849,10,6,10,9,7,7201
3298,1,380,2,7,4,3,10,4033
3299,3,819,13,4,3,9,10,7368
3300,3,1121,19,4,4,8,3,11821
3301,1,459,12,4,8,6,2,5141
3302,1,604,4,5,2,6,10,6323
3303,2,576,10,2,3,9,2,7000
3304,3,1355,4,9,4,10,5,13568
3305,1,629,27,9,6,4,1,6958
3306,2,540,16,5,9,6,6,6904
3307,3,1194,30,1,1,8,6,12884
3308,1,534,23,6,1,8,9,6821
3309,3,1124,39,5,8,4,1,13129
3310,2,491,40,10,6,9,2,5181
3311,3,879,32,5,3,10,5,9297
3312,1,481,32,4,4,5,1,4688
3313,1,582,26,8,9,3,9,6415
3314,2,403,20,2,9,4,9,5274
3315,3,1261,3,7,1,3,7,12113
3316,1,357,30,5,3,7,10,4415
3317,1,513,6,2,8,4,2,6658
3318,1,380,16,6,10,8,3,3746
3319,2,419,29,8,1,10,10,5408
3320,3,943,19,7,2,10,6,10897
3321,3,1168,37,5,2,5,3,12534
3322,3,849,4,7,2,8,5,8790
3323,1,361,17,2,3,6,4,4085
3324,1,413,13,2,4,9,10,5101
3325,3,939,30,1,10,6,8,9141
3326,2,355,36,3,9,6,8,4183
3327,3,1129,36,6,6,10,9,13893
3328,2,468,20,7,7,7,1,4784
3329,1,575,17,4,3,4,1,6566
3330,1,647,2,10,7,6,3,6755
3331,2,555,26,9,8,3,4,6440
3332,3,1267,23,9,2,5,8,13819
3333,3,1190,9,6,4,7,6,12874
3334,2,607,3,7,7,7,7,6718
3335,1,442,25,6,7,3,10,4753
3336,1,473,32,1,10,3,5,5067
3337,1,593,30,5,1,8,3,6728
3338,3,818,23,9,4,9,9,7754
3339,1,430,24,9,6,7,2,5376
3340,2,367,16,5,9,7,1,3730
3341,3,1311,17,7,2,9,5,12043
3342,1,505,35,6,10,2,7,6708
3343,3,1134,15,10,8,4,8,12213
3344,3,964,38,5,2,7,4,9621
3345,3,1328,15,3,9,6,1,12323
3346,2,618,14,9,10,7,5,6629
3347,1,410,5,1,5,9,5,4836
3348,3,1258,20,8,7,3,4,12623
3349,1,558,13,8,5,7,10,6069
3350,1,537,27,8,2,6,5,6521
3351,1,576,15,5,4,1,8,6079
3352,2,541,35,10,4,6,4,6579
3353,3,1016,4,8,6,9,8,13997
3354,2,641,33,2,3,3,6,6424
3355,2,435,38,2,2,5,1,5307
3356,3,944,16,2,5,5,1,10437
3357,1,362,28,3,1,3,4,4051
3358,2,573,38,9,8,8,2,6045
3359,1,479,12,10,8,7,6,5295
3360,3,1162,33,5,8,2,1,13774
3361,2,461,22,1,6,3,2,5080
3362,2,414,18,8,9,10,4,4760
3363,2,543,19,7,3,6,2,6891
3364,3,907,21,1,9,8,8,11474
3365,1,513,39,9,6,5,10,6090
3366,2,414,34,7,5,8,8,5290
3367,3,1210,15,10,3,8,6,12069
3368,2,450,12,8,2,2,8,5460
3369,1,526,2,5,6,6,3,6916
3370,1,629,10,3,3,5,1,6695
3371,3,1322,37,8,1,10,8,13142
3372,2,395,31,3,3,9,8,4360
3373,2,529,18,4,10,8,8,6198
3374,3,994,25,10,10,10,7,9941
3375,2,462,25,7,3,9,6,5290
3376,3,1076,31,6,1,5,1,12364
3377,1,596,6,2,2,5,1,6225
3378,2,512,24,2,8,9,6,6535
3379,2,501,4,7,10,1,1,4761
3380,3,940,32,1,3,9,2,9434
3381,2,359,34,10,5,5,9,4282
3382,1,577,27,6,3,7,8,6871
3383,1,352,7,6,9,2,4,3762
3384,1,542,32,8,6,8,8,6672
3385,2,514,31,2,3,7,2,6002
3386,1,406,5,4,6,7,9,4589
3387,1,549,36,10,10,5,2,6953
3388,1,352,18,6,3,5,8,4476
3389,3,1369,1,3,5,10,6,12621
3390,2,494,29,9,1,4,6,5104
3391,1,569,20,10,8,3,8,6388
3392,1,388,20,1,6,10,5,3807
3393,2,643,27,1,2,5,4,6808
3394,2,648,32,5,4,6,3,6246
3395,1,411,3,10,5,7,9,5024
3396,3,1170,8,10,1,10,8,13267
3397,2,395,31,2,4,7,7,4196
3398,1,442,8,8,3,3,4,4609
3399,3,1334,33,2,8,6,9,12101
3400,3,1228,33,10,6,9,5,13083
3401,1,613,26,1,8,9,5,6681
3402,2,626,17,3,10,8,4,6566
3403,1,440,23,3,6,5,2,4775
3404,2,486,24,10,9,5,2,5061
3405,3,1056,40,9,5,6,9,11769
3406,1,578,18,7,7,2,6,6805
3407,3,942,39,2,10,3,1,9193
3408,1,563,4,7,4,10,6,6943
3409,1,563,22,7,1,3,9,6175
3410,1,476,20,5,7,6,6,5255
3411,3,1395,26,1,3,4,10,11788
3412,2,404,7,5,5,2,4,5012
3413,3,1398,31,1,1,3,1,12004
3414,1,526,25,6,3,6,9,6048
3415,1,433,35,8,9,4,2,4899
3416,2,484,22,2,6,3,5,4580
3417,1,362,29,10,9,8,3,3994
3418,2,364,23,1,3,4,5,3709
3419,3,1090,4,5,3,3,5,11570
3420,1,518,37,3,3,4,8,6366
3421,2,444,6,9,4,5,6,5235
3422,2,503,30,5,4,1,4,6456
3423,2,504,35,3,5,4,2,6881
3424,1,487,22,8,10,10,10,4906
3425,3,1324,39,5,9,8,10,11533
3426,3,1326,26,2,8,2,10,13166
3427,2,353,29,6,10,5,2,4237
3428,1,443,37,3,8,5,3,4506
3429,1,584,21,3,5,4,2,6174
3430,3,1149,5,3,1,8,1,13506
3431,2,455,26,10,5,8,2,4876
3432,1,500,1,8,8,3,7,4592
3433,3,1263,26,10,1,6,2,11897
3434,2,641,18,3,6,9,4,6068
3435,2,519,39,7,4,6,6,6193
3436,1,366,4,5,9,3,10,4252
3437,3,1158,33,1,4,4,5,12262
3438,3,1019,32,10,10,9,8,12101
3439,2,462,15,3,7,3,7,4726
3440,3,958,3,1,4,1,3,10192
3441,2,502,27,1,3,6,10,6550
3442,1,512,36,10,8,4,6,6157
3443,3,1376,6,8,7,4,2,13114
3444,1,475,6,6,3,6,8,5086
3445,1,472,8,10,7,4,3,5377
3446,1,434,6,8,8,9,1,5313
3447,1,624,3,3,3,5,4,6852
3448,2,408,15,8,10,9,10,5488
3449,3,1075,12,1,9,2,9,12930
3450,1,392,1,10,3,5,1,4418
3451,2,579,40,9,3,7,8,6868
3452,3,831,18,4,8,2,5,8129
3453,2,504,17,6,7,6,10,6105
3454,3,1086,19,8,8,4,3,12873
3455,2,437,7,10,2,1,4,4703
3456,3,1253,19,5,9,9,7,12709
3457,1,643,16,3,1,4,1,6300
3458,3,908,29,8,2,8,7,10873
3459,1,448,21,5,9,6,10,4805
3460,1,357,23,2,8,6,9,4109
3461,1,468,24,1,2,4,9,5329
3462,3,1145,11,5,10,10,8,12507
3463,2,481,28,8,8,8,3,4867
3464,3,1236,26,7,10,9,8,12373
3465,1,415,28,3,8,4,3,4512
3466,3,1195,17,1,2,9,9,13232
3467,2,579,14,7,10,1,3,6456
3468,2,502,20,3,9,2,2,6861
3469,1,478,16,7,2,5,9,4803
3470,2,614,4,2,4,6,7,6741
3471,2,571,37,5,8,3,4,6393
3472,3,1003,30,1,1,10,1,13029
3473,3,1370,40,10,1,1,7,12647
3474,1,522,19,7,7,4,1,6591
